neg_log_10_p_val,var,CHR,Position,Gene,alias,Kegg_Pathway
2.258,cg01718479,11,131240660,ENSG00000182667,NTM,Neuroactive ligand-receptor interaction
2.314,cg17660590,11,132182313,ENSG00000182667,NTM,Neuroactive ligand-receptor interaction
2.268,cg04256834,11,132502809,ENSG00000183715,OPCML,nan
2.297,cg21372010,11,133372283,ENSG00000238504,,nan
2.34,cg07230581,11,133403211,ENSG00000183715,OPCML,nan
2.396,cg24442033,11,133892924,ENSG00000255406,ENSG00000255406,nan
2.629,cg23031939,11,134216076,ENSG00000149328,GLB1L2,nan
2.434,cg22611089,11,134216258,ENSG00000149328,GLB1L2,nan
2.643,cg13385568,11,134263043,ENSG00000109956,B3GAT1,Metabolic pathways;Mannose type O-glycan biosynthesis
2.25,cg14830740,12,258436,ENSG00000120645,ENSG00000120645,nan
2.448,cg03045487,12,363284,ENSG00000010379,SLC6A13,GABAergic synapse
4.468,cg16220390,12,414194,ENSG00000073614,KDM5A,nan
2.37,cg17076744,12,971299,ENSG00000060237,WNK1,nan
3.573,cg24303858,12,1643253,ENSG00000111186,WNT5B,Breast cancer;Basal cell carcinoma;Proteoglycans in cancer;Pathways in cancer;HTLV-I infection;Melanogenesis;Signaling pathways regulating pluripotency of stem cells;Hippo signaling pathway;Axon guidance;Wnt signaling pathway;mTOR signaling pathway
3.213,cg05555964,12,1692708,ENSG00000171823,FBXL14,nan
2.975,cg15055553,12,1697406,ENSG00000171823,FBXL14,nan
2.465,cg05061370,12,1779853,-,,nan
2.407,cg23830619,12,1868080,ENSG00000006831,ADIPOR2,Non-alcoholic fatty liver disease (NAFLD);Adipocytokine signaling pathway;Longevity regulating pathway;AMPK signaling pathway
2.449,cg22250531,12,2030200,ENSG00000151062,CACNA2D4,Dilated cardiomyopathy;Arrhythmogenic right ventricular cardiomyopathy (ARVC);Hypertrophic cardiomyopathy (HCM);Oxytocin signaling pathway;Adrenergic signaling in cardiomyocytes;Cardiac muscle contraction;MAPK signaling pathway
2.35,cg19793303,12,2077585,ENSG00000151065,DCP1B,RNA degradation
2.369,cg09993929,12,2378307,ENSG00000151067,CACNA1C,Dilated cardiomyopathy;Arrhythmogenic right ventricular cardiomyopathy (ARVC);Hypertrophic cardiomyopathy (HCM);Amphetamine addiction;Alzheimer's disease;Type II diabetes mellitus;Aldosterone synthesis and secretion;Renin secretion;Oxytocin signaling pathway;GnRH signaling pathway;Insulin secretion;Taste transduction;Dopaminergic synapse;GABAergic synapse;Serotonergic synapse;Cholinergic synapse;Glutamatergic synapse;Retrograde endocannabinoid signaling;Long-term potentiation;Circadian entrainment;Vascular smooth muscle contraction;Adrenergic signaling in cardiomyocytes;Cardiac muscle contraction;cAMP signaling pathway;cGMP-PKG signaling pathway;Calcium signaling pathway;MAPK signaling pathway
2.312,cg16875498,12,2416089,ENSG00000151067,CACNA1C,Dilated cardiomyopathy;Arrhythmogenic right ventricular cardiomyopathy (ARVC);Hypertrophic cardiomyopathy (HCM);Amphetamine addiction;Alzheimer's disease;Type II diabetes mellitus;Aldosterone synthesis and secretion;Renin secretion;Oxytocin signaling pathway;GnRH signaling pathway;Insulin secretion;Taste transduction;Dopaminergic synapse;GABAergic synapse;Serotonergic synapse;Cholinergic synapse;Glutamatergic synapse;Retrograde endocannabinoid signaling;Long-term potentiation;Circadian entrainment;Vascular smooth muscle contraction;Adrenergic signaling in cardiomyocytes;Cardiac muscle contraction;cAMP signaling pathway;cGMP-PKG signaling pathway;Calcium signaling pathway;MAPK signaling pathway
2.405,cg18882910,12,2608364,ENSG00000151067,CACNA1C,Dilated cardiomyopathy;Arrhythmogenic right ventricular cardiomyopathy (ARVC);Hypertrophic cardiomyopathy (HCM);Amphetamine addiction;Alzheimer's disease;Type II diabetes mellitus;Aldosterone synthesis and secretion;Renin secretion;Oxytocin signaling pathway;GnRH signaling pathway;Insulin secretion;Taste transduction;Dopaminergic synapse;GABAergic synapse;Serotonergic synapse;Cholinergic synapse;Glutamatergic synapse;Retrograde endocannabinoid signaling;Long-term potentiation;Circadian entrainment;Vascular smooth muscle contraction;Adrenergic signaling in cardiomyocytes;Cardiac muscle contraction;cAMP signaling pathway;cGMP-PKG signaling pathway;Calcium signaling pathway;MAPK signaling pathway
2.52,cg01210325,12,2944760,ENSG00000053702,NRIP2,nan
2.226,cg21126381,12,3091797,ENSG00000197905,TEAD4,Hippo signaling pathway -multiple species;Hippo signaling pathway
3.181,cg24409870,12,3190480,ENSG00000011105,TSPAN9,nan
2.221,cg11958128,12,3226445,ENSG00000011105,TSPAN9,nan
2.46,cg20035679,12,3563432,ENSG00000111218,PRMT8,nan
2.239,cg00422971,12,4135347,ENSG00000256969,ENSG00000256969,nan
3.76,cg15886317,12,4228378,ENSG00000242444,ENSG00000242444,nan
2.554,cg10764440,12,4489221,ENSG00000118972,FGF23,Breast cancer;Melanoma;Pathways in cancer;Regulation of actin cytoskeleton;PI3K-Akt signaling pathway;Rap1 signaling pathway;Ras signaling pathway;MAPK signaling pathway
2.522,cg11146114,12,4671731,ENSG00000111247,RAD51AP1,nan
3.875,cg08319659,12,4937568,ENSG00000151079,ENSG00000151079,nan
3.019,cg04672418,12,5152339,ENSG00000130037,KCNA5,nan
3.108,cg03736954,12,6189353,ENSG00000110799,VWF,Platelet activation;Complement and coagulation cascades;ECM-receptor interaction;Focal adhesion;PI3K-Akt signaling pathway
2.671,cg25083933,12,6250313,-,,nan
4.328,cg08284733,12,6341482,ENSG00000010278,CD9,Hematopoietic cell lineage
2.258,cg12004076,12,6344668,ENSG00000010278,CD9,Hematopoietic cell lineage
2.919,cg21639601,12,6389114,-,,nan
2.394,cg07444731,12,6420643,ENSG00000008323,PLEKHG6,nan
2.398,cg23679992,12,6421513,ENSG00000008323,PLEKHG6,nan
3.17,cg23752651,12,6442966,ENSG00000067182,TNFRSF1A,Fluid shear stress and atherosclerosis;Herpes simplex infection;HTLV-I infection;Influenza A;Hepatitis C;Tuberculosis;Toxoplasmosis;Chagas disease (American trypanosomiasis);Amyotrophic lateral sclerosis (ALS);Alzheimer's disease;Non-alcoholic fatty liver disease (NAFLD);Insulin resistance;Adipocytokine signaling pathway;TNF signaling pathway;Osteoclast differentiation;Apoptosis - multiple species;Apoptosis;mTOR signaling pathway;Sphingolipid signaling pathway;NF-kappa B signaling pathway;Cytokine-cytokine receptor interaction;MAPK signaling pathway
2.641,cg01511480,12,6471251,ENSG00000111319,SCNN1A,Aldosterone-regulated sodium reabsorption;Taste transduction
2.238,cg18738906,12,6483739,ENSG00000111319,SCNN1A,Aldosterone-regulated sodium reabsorption;Taste transduction
2.664,cg12510724,12,6484607,ENSG00000111319,SCNN1A,Aldosterone-regulated sodium reabsorption;Taste transduction
2.352,cg25098281,12,6484713,ENSG00000111319,SCNN1A,Aldosterone-regulated sodium reabsorption;Taste transduction
2.727,cg10548983,12,6494499,ENSG00000111321,LTBR,Viral carcinogenesis;HTLV-I infection;Intestinal immune network for IgA production;HIF-1 signaling pathway;NF-kappa B signaling pathway;Cytokine-cytokine receptor interaction
2.471,cg22816551,12,6575992,ENSG00000139192,TAPBPL,nan
2.693,cg13549277,12,6659520,ENSG00000010295,IFFO1,nan
2.286,cg03074223,12,6741660,ENSG00000184574,LPAR5,Pathways in cancer;PI3K-Akt signaling pathway;Phospholipase D signaling pathway;Rap1 signaling pathway
2.277,cg24792255,12,6943542,ENSG00000110811,P3H3,nan
2.35,cg26585348,12,6975881,ENSG00000111667,USP5,nan
2.302,cg08177702,12,6997762,ENSG00000240370,ENSG00000240370,nan
4.298,cg18843467,12,7012835,ENSG00000010626,LRRC23,nan
2.266,cg19693177,12,7060569,ENSG00000111679,PTPN6,Proteoglycans in cancer;Leishmaniasis;B cell receptor signaling pathway;T cell receptor signaling pathway;Natural killer cell mediated cytotoxicity;Jak-STAT signaling pathway;Adherens junction;Aminoacyl-tRNA biosynthesis
2.69,cg18959988,12,7072891,ENSG00000111679,PTPN6,Proteoglycans in cancer;Leishmaniasis;B cell receptor signaling pathway;T cell receptor signaling pathway;Natural killer cell mediated cytotoxicity;Jak-STAT signaling pathway;Adherens junction;Aminoacyl-tRNA biosynthesis
3.067,cg10793371,12,7095884,ENSG00000111684,LPCAT3,Glycerophospholipid metabolism
2.304,cg19434937,12,7104184,ENSG00000111684,LPCAT3,Glycerophospholipid metabolism
2.32,cg17723761,12,7864013,ENSG00000187569,DPPA3,nan
2.999,cg22205501,12,7864047,ENSG00000187569,DPPA3,nan
2.393,cg08085018,12,8025959,ENSG00000173262,SLC2A14,nan
2.223,cg05394000,12,8229847,ENSG00000089818,NECAP1,nan
2.38,cg24251534,12,8275926,ENSG00000111729,CLEC4A,nan
2.359,cg25048987,12,8645990,-,,nan
2.279,cg00510842,12,8744022,ENSG00000238943,ENSG00000238943,nan
2.583,cg15769388,12,8974844,ENSG00000166535,A2ML1,nan
3.023,cg11641391,12,9019044,ENSG00000166535,A2ML1,nan
2.625,cg25449315,12,9064552,ENSG00000111752,PHC1,nan
2.337,cg02264319,12,9144474,ENSG00000139187,KLRG1,nan
3.066,cg13211657,12,9768149,-,,nan
2.472,cg04413069,12,9800446,ENSG00000233719,ENSG00000233719,nan
2.68,cg17804825,12,9914086,ENSG00000110848,CD69,nan
2.512,cg16974345,12,10274100,ENSG00000172243,CLEC7A,Tuberculosis;Phagosome
2.464,cg15368872,12,10525233,ENSG00000213809,KLRK1,Malaria;Natural killer cell mediated cytotoxicity
2.767,cg21125628,12,10605936,ENSG00000134545,KLRC1,Graft-versus-host disease;Natural killer cell mediated cytotoxicity;Antigen processing and presentation
2.759,cg07495916,12,10707518,ENSG00000257016,ENSG00000257016,nan
2.413,cg14363607,12,10794628,ENSG00000060140,STYK1,nan
2.292,cg18657559,12,10955421,ENSG00000121314,ENSG00000121314,nan
2.634,cg05931231,12,11733759,ENSG00000247157,LINC01252,nan
2.351,cg07852422,12,11848644,ENSG00000139083,ETV6,Transcriptional misregulation in cancer;Dorso-ventral axis formation
2.397,cg07791261,12,11882894,ENSG00000139083,ETV6,Transcriptional misregulation in cancer;Dorso-ventral axis formation
2.683,cg24897833,12,11963269,ENSG00000139083,ETV6,Transcriptional misregulation in cancer;Dorso-ventral axis formation
2.529,cg10894527,12,11983411,ENSG00000139083,ETV6,Transcriptional misregulation in cancer;Dorso-ventral axis formation
2.291,cg25202362,12,12038786,ENSG00000139083,ETV6,Transcriptional misregulation in cancer;Dorso-ventral axis formation
2.234,cg06421527,12,12131739,-,,nan
2.28,cg09450896,12,12739934,-,,nan
2.325,cg17005092,12,12988718,-,,nan
2.255,cg27099145,12,13049192,ENSG00000013588,GPRC5A,nan
2.74,cg07236884,12,13068699,ENSG00000013588,GPRC5A,nan
2.309,cg18390203,12,13132607,ENSG00000013583,HEBP1,nan
2.388,cg15407730,12,14544323,ENSG00000171681,ATF7IP,nan
2.354,cg21791768,12,14864749,ENSG00000214772,ENSG00000214772,nan
2.603,cg05698540,12,14921977,ENSG00000197837,HIST4H4,Systemic lupus erythematosus;Viral carcinogenesis;Alcoholism
2.714,cg04998805,12,15115389,ENSG00000111348,ARHGDIB,Vasopressin-regulated water reabsorption;Neurotrophin signaling pathway
2.628,cg11369971,12,15337635,ENSG00000134533,RERG,nan
2.416,cg12671202,12,15852308,ENSG00000151491,EPS8,nan
2.313,cg01662816,12,15881457,ENSG00000151491,EPS8,nan
2.489,cg01975858,12,15907517,ENSG00000151491,EPS8,nan
2.633,cg05269603,12,16137202,ENSG00000023697,DERA,Pentose phosphate pathway
2.335,cg24946611,12,16939636,ENSG00000255740,,nan
2.255,cg17645695,12,19563476,ENSG00000139154,AEBP2,nan
2.361,cg10634403,12,19585266,ENSG00000139154,AEBP2,nan
2.472,cg10783206,12,19636888,ENSG00000139154,AEBP2,nan
2.309,cg05085416,12,19801258,ENSG00000139154,AEBP2,nan
2.691,cg12050556,12,19801375,ENSG00000139154,AEBP2,nan
2.436,cg21913301,12,20677257,ENSG00000172572,PDE3A,Morphine addiction;Renin secretion;cAMP signaling pathway;cGMP-PKG signaling pathway;Purine metabolism
2.338,cg21947389,12,20961662,ENSG00000111700,SLCO1B3,Bile secretion
2.281,cg04184278,12,21757759,ENSG00000111713,GYS2,Insulin resistance;Glucagon signaling pathway;Insulin signaling pathway;AMPK signaling pathway;PI3K-Akt signaling pathway;Metabolic pathways;Starch and sucrose metabolism
2.47,cg14300707,12,22562255,ENSG00000111728,ST8SIA1,Metabolic pathways;Glycosphingolipid biosynthesis - ganglio series;Glycosphingolipid biosynthesis - globo and isoglobo series;Glycosphingolipid biosynthesis - lacto and neolacto series
2.47,cg11590705,12,22781171,ENSG00000139163,ETNK1,Metabolic pathways;Glycerophospholipid metabolism
2.502,cg19802185,12,24103906,ENSG00000134532,SOX5,nan
2.623,cg21862372,12,24104007,ENSG00000134532,SOX5,nan
2.608,cg07172178,12,24718227,ENSG00000255864,ENSG00000255864,nan
2.659,cg07441795,12,24831604,-,,nan
2.384,cg17965318,12,24895520,ENSG00000255745,ENSG00000255745,nan
2.587,cg19778647,12,24974720,ENSG00000060982,BCAT1,"Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Metabolic pathways;Pantothenate and CoA biosynthesis;Valine, leucine and isoleucine biosynthesis;Valine, leucine and isoleucine degradation;Cysteine and methionine metabolism"
3.519,cg13736004,12,24974836,ENSG00000060982,BCAT1,"Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Metabolic pathways;Pantothenate and CoA biosynthesis;Valine, leucine and isoleucine biosynthesis;Valine, leucine and isoleucine degradation;Cysteine and methionine metabolism"
3.147,cg05257196,12,25150952,ENSG00000226397,ENSG00000226397,nan
2.413,cg18176064,12,25185303,ENSG00000118308,LRMP,nan
2.23,cg21336300,12,25204332,ENSG00000118308,LRMP,nan
2.748,cg18300945,12,25353947,ENSG00000133703,KRAS,Choline metabolism in cancer;Central carbon metabolism in cancer;Breast cancer;Non-small cell lung cancer;Acute myeloid leukemia;Chronic myeloid leukemia;Bladder cancer;Melanoma;Thyroid cancer;Prostate cancer;Glioma;Endometrial cancer;Pancreatic cancer;Renal cell carcinoma;Colorectal cancer;MicroRNAs in cancer;Proteoglycans in cancer;Viral carcinogenesis;Pathways in cancer;HTLV-I infection;Hepatitis B;Hepatitis C;Alcoholism;Aldosterone-regulated sodium reabsorption;AGE-RAGE signaling pathway in diabetic complications;Oxytocin signaling pathway;Thyroid hormone signaling pathway;Prolactin signaling pathway;Melanogenesis;Estrogen signaling pathway;Progesterone-mediated oocyte maturation;GnRH signaling pathway;Insulin signaling pathway;Regulation of actin cytoskeleton;Long-term depression;Serotonergic synapse;Cholinergic synapse;Neurotrophin signaling pathway;Long-term potentiation;Fc epsilon RI signaling pathway;B cell receptor signaling pathway;T cell receptor signaling pathway;Natural killer cell mediated cytotoxicity;Signaling pathways regulating pluripotency of stem cells;Gap junction;Apelin signaling pathway;VEGF signaling pathway;Axon guidance;Dorso-ventral axis formation;Longevity regulating pathway - multiple species;Longevity regulating pathway;Apoptosis;PI3K-Akt signaling pathway;mTOR signaling pathway;Autophagy - animal;Mitophagy - animal;Phospholipase D signaling pathway;Sphingolipid signaling pathway;FoxO signaling pathway;Chemokine signaling pathway;Rap1 signaling pathway;Ras signaling pathway;ErbB signaling pathway;MAPK signaling pathway;Endocrine resistance;EGFR tyrosine kinase inhibitor resistance
2.286,cg11555342,12,25409743,-,,nan
2.259,cg09005322,12,25517881,-,,nan
2.43,cg22046275,12,25768002,ENSG00000152936,LMNTD1,nan
3.047,cg01691592,12,25801556,ENSG00000152936,LMNTD1,nan
2.221,cg22664258,12,25836256,-,,nan
2.7,cg09411682,12,26145384,ENSG00000123094,RASSF8,nan
2.791,cg03946438,12,26349603,ENSG00000123096,SSPN,nan
2.572,cg23315892,12,26351840,ENSG00000123096,SSPN,nan
2.959,cg09584249,12,26425003,ENSG00000123096,SSPN,nan
2.367,cg01394928,12,26441287,ENSG00000123096,SSPN,nan
2.645,cg26381514,12,26963489,ENSG00000123104,ITPR2,Proteoglycans in cancer;Alzheimer's disease;Pancreatic secretion;Gastric acid secretion;Salivary secretion;Aldosterone synthesis and secretion;Renin secretion;Glucagon signaling pathway;Oxytocin signaling pathway;Thyroid hormone synthesis;Estrogen signaling pathway;GnRH signaling pathway;Inflammatory mediator regulation of TRP channels;Long-term depression;Dopaminergic synapse;Serotonergic synapse;Cholinergic synapse;Glutamatergic synapse;Retrograde endocannabinoid signaling;Long-term potentiation;NOD-like receptor signaling pathway;Platelet activation;Gap junction;Apelin signaling pathway;Vascular smooth muscle contraction;Apoptosis;Oocyte meiosis;Phosphatidylinositol signaling system;cGMP-PKG signaling pathway;Calcium signaling pathway
2.696,cg13288038,12,26999179,-,,nan
2.252,cg03766264,12,27396229,ENSG00000211455,STK38L,nan
2.346,cg26254193,12,27536519,ENSG00000029153,ARNTL2,nan
2.334,cg03373010,12,27860609,ENSG00000061794,MRPS35,nan
2.267,cg20904698,12,28737113,ENSG00000123106,CCDC91,nan
2.448,cg10244138,12,29793807,ENSG00000133687,TMTC1,nan
2.437,cg18321598,12,30684738,-,,nan
2.868,cg22918434,12,31189289,ENSG00000245614,DDX11-AS1,nan
2.256,cg00182053,12,31538503,ENSG00000170456,DENND5B,nan
3.722,cg12746519,12,32325924,ENSG00000151746,BICD1,nan
2.261,cg00807226,12,32520631,ENSG00000151746,BICD1,nan
2.24,cg15172966,12,32590145,ENSG00000139132,FGD4,nan
2.375,cg14101372,12,32601690,ENSG00000139132,FGD4,nan
2.264,cg03418231,12,32638773,ENSG00000139132,FGD4,nan
2.83,cg20971145,12,32903677,ENSG00000139131,YARS2,Aminoacyl-tRNA biosynthesis
2.297,cg20899997,12,33023315,ENSG00000057294,PKP2,Arrhythmogenic right ventricular cardiomyopathy (ARVC)
2.331,cg08141199,12,33044637,ENSG00000057294,PKP2,Arrhythmogenic right ventricular cardiomyopathy (ARVC)
2.224,cg26210281,12,33054689,ENSG00000057294,PKP2,Arrhythmogenic right ventricular cardiomyopathy (ARVC)
2.654,cg13700315,12,34489827,-,,nan
2.271,cg15820162,12,42581763,ENSG00000015153,YAF2,nan
2.28,cg13012086,12,43968909,ENSG00000257813,ENSG00000257813,nan
2.587,cg08878436,12,44363940,ENSG00000139173,TMEM117,nan
3.451,cg12686055,12,45628262,ENSG00000177119,ANO6,nan
2.456,cg23192604,12,46151535,ENSG00000189079,ARID2,nan
2.307,cg04676057,12,47071862,ENSG00000271642,ENSG00000271642,nan
2.259,cg05621664,12,47415018,-,,nan
2.227,cg17572116,12,47473388,ENSG00000139211,AMIGO2,nan
2.301,cg05236728,12,47609513,ENSG00000179715,PCED1B,nan
2.289,cg02516419,12,47771422,-,,nan
2.432,cg26450604,12,48171536,ENSG00000061273,HDAC7,Viral carcinogenesis;Alcoholism
2.413,cg13173254,12,48276423,ENSG00000111424,VDR,Tuberculosis;Mineral absorption;Endocrine and other factor-regulated calcium reabsorption
2.983,cg26115531,12,48340533,ENSG00000111424,VDR,Tuberculosis;Mineral absorption;Endocrine and other factor-regulated calcium reabsorption
2.317,cg18262539,12,48344839,-,,nan
2.522,cg01665432,12,49050460,ENSG00000206612,SNORA2A,nan
2.68,cg05580141,12,49071788,ENSG00000139620,KANSL2,Breast cancer;Melanoma;Pathways in cancer;Regulation of actin cytoskeleton;PI3K-Akt signaling pathway;Rap1 signaling pathway;Ras signaling pathway;MAPK signaling pathway
2.4,cg20185936,12,49159887,ENSG00000174233,ADCY6,Dilated cardiomyopathy;Pathways in cancer;HTLV-I infection;Morphine addiction;Bile secretion;Pancreatic secretion;Gastric acid secretion;Salivary secretion;Vasopressin-regulated water reabsorption;Endocrine and other factor-regulated calcium reabsorption;Aldosterone synthesis and secretion;Renin secretion;Regulation of lipolysis in adipocytes;Oxytocin signaling pathway;Thyroid hormone synthesis;Melanogenesis;Estrogen signaling pathway;Progesterone-mediated oocyte maturation;Ovarian steroidogenesis;GnRH signaling pathway;Insulin secretion;Inflammatory mediator regulation of TRP channels;Taste transduction;GABAergic synapse;Cholinergic synapse;Glutamatergic synapse;Retrograde endocannabinoid signaling;Circadian entrainment;Platelet activation;Gap junction;Apelin signaling pathway;Vascular smooth muscle contraction;Adrenergic signaling in cardiomyocytes;Longevity regulating pathway - multiple species;Longevity regulating pathway;Oocyte meiosis;Phospholipase D signaling pathway;Chemokine signaling pathway;cAMP signaling pathway;cGMP-PKG signaling pathway;Rap1 signaling pathway;Endocrine resistance;Purine metabolism
